"PlayerName","position","TeamName","TeamNameAbb","teamid","playerid","Throws","xMLBAMID","Season","Age","AgeR","SeasonMin","SeasonMax","W","L","ERA","G","GS","QS","CG","ShO","SV","BS","IP","TBF","H","R","ER","HR","BB","IBB","HBP","WP","BK","SO","GB","FB","LD","IFFB","Pitches","Balls","Strikes","RS","IFH","BU","BUH","K/9","BB/9","K/BB","H/9","HR/9","AVG","WHIP","BABIP","LOB%","FIP","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","IFH%","BUH%","TTO%","CFraming","Starting","Start-IP","Relieving","Relief-IP","RAR","WAR","Dollars","RA9-Wins","LOB-Wins","BIP-Wins","BS-Wins","tERA","xFIP","WPA","-WPA","+WPA","RE24","REW","pLI","inLI","gmLI","exLI","Pulls","Games","WPA/LI","Clutch","FB%1","FBv","SL%","SLv","CT%","CTv","CB%","CBv","CH%","CHv","SF%","SFv","KN%","KNv","XX%","PO%","wFB","wSL","wCT","wCB","wCH","wSF","wKN","wFB/C","wSL/C","wCT/C","wCB/C","wCH/C","wSF/C","wKN/C","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","F-Strike%","SwStr%","CStr%","C+SwStr%","HLD","SD","MD","ERA-","FIP-","xFIP-","K%","BB%","K-BB%","SIERA","kwERA","RS/9","E-F","Pull","Cent","Oppo","Soft","Med","Hard","bipCount","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","K/9+","BB/9+","K/BB+","H/9+","HR/9+","AVG+","WHIP+","BABIP+","LOB%+","K%+","BB%+","LD%+","GB%+","FB%+","HRFB%+","Pull%+","Cent%+","Oppo%+","Soft%+","Med%+","Hard%+","xERA","pb_o_CH","pb_s_CH","pb_c_CH","pb_o_CU","pb_s_CU","pb_c_CU","pb_o_FF","pb_s_FF","pb_c_FF","pb_o_SI","pb_s_SI","pb_c_SI","pb_o_SL","pb_s_SL","pb_c_SL","pb_o_KC","pb_s_KC","pb_c_KC","pb_o_FC","pb_s_FC","pb_c_FC","pb_o_FS","pb_s_FS","pb_c_FS","pb_overall","pb_stuff","pb_command","pb_xRV100","pb_ERA","sp_s_CH","sp_l_CH","sp_p_CH","sp_s_CU","sp_l_CU","sp_p_CU","sp_s_FF","sp_l_FF","sp_p_FF","sp_s_SI","sp_l_SI","sp_p_SI","sp_s_SL","sp_l_SL","sp_p_SL","sp_s_KC","sp_l_KC","sp_p_KC","sp_s_FC","sp_l_FC","sp_p_FC","sp_s_FS","sp_l_FS","sp_p_FS","sp_s_FO","sp_l_FO","sp_p_FO","sp_stuff","sp_location","sp_pitching","PPTV","CPTV","BPTV","DSV","DGV","BTV","rPPTV","rCPTV","rBPTV","rDSV","rDGV","rBTV","EBV","ESV","rFTeamV","rBTeamV","rTV","piCH%","piCS%","piCU%","piFA%","piFC%","piFS%","piKN%","piSB%","piSI%","piSL%","piXX%","pivCH","pivCS","pivCU","pivFA","pivFC","pivFS","pivKN","pivSB","pivSI","pivSL","pivXX","piCH-X","piCS-X","piCU-X","piFA-X","piFC-X","piFS-X","piKN-X","piSB-X","piSI-X","piSL-X","piXX-X","piCH-Z","piCS-Z","piCU-Z","piFA-Z","piFC-Z","piFS-Z","piKN-Z","piSB-Z","piSI-Z","piSL-Z","piXX-Z","piwCH","piwCS","piwCU","piwFA","piwFC","piwFS","piwKN","piwSB","piwSI","piwSL","piwXX","piwCH/C","piwCS/C","piwCU/C","piwFA/C","piwFC/C","piwFS/C","piwKN/C","piwSB/C","piwSI/C","piwSL/C","piwXX/C","piO-Swing%","piZ-Swing%","piSwing%","piO-Contact%","piZ-Contact%","piContact%","piZone%","piPace","Events","EV","LA","Barrels","Barrel%","maxEV","HardHit","HardHit%","Q","TG","TIP"
"Framber Valdez","P","HOU","HOU",21,17295,"L",664285,2024,30,"30 - 30",2024,2024,15,7,2.909,28,28,17,1,0,0,0,176.1,703,140,60,57,13,55,0,6,8,1,169,281,93,90,3,2605,958,1647,101,15,9,4,8.626,2.807,3.073,7.146,0.664,0.218,1.106,0.276,0.771,3.246,3.022,0.194,0.606,0.2,0.032,0.14,0.053,0.444,0.337,-0.02,33.805,176.1,NA,NA,33.805,3.61,28.876,5.086,1.093,0.384,1.477,3.535,3.085,2.803,-10.053,12.856,25.634,2.674,0.968,0.899,0.876,1.262,27,28,2.785,0.11,0.471,94.153,NA,NA,0.043,85.062,0.313,79.692,0.173,89.922,NA,NA,NA,NA,0.003,NA,13.544,NA,-1.133,13.676,3.247,NA,NA,1.107,NA,-1.003,1.684,0.721,NA,NA,0.312,0.631,0.448,0.527,0.889,0.744,0.425,0.619,0.114,0.183,0.298,0,0,0,73.298,79.644,74.9,0.24,0.078,0.162,3.415,4.02,5.155,-0.337,197,179,97,61,260,152,473,0.416,0.378,0.205,0.129,0.55,0.321,99.919,90.141,110.847,87.652,57.555,92.102,88.34,97.213,106.595,105.744,95.396,100.03,145.995,51.224,121.242,101.953,107.954,85.116,79.672,104.256,103.367,3.36,49.086,48.349,41.381,62.44,69.354,47.09,49.794,37.784,46.843,53.281,49.694,52.114,48.17,47.371,44.337,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.011,54.91,47.071,-0.186,3.798,129.719,96.294,103.54,128.952,96.466,108.48,59.962,102.35,93.608,97.826,98.741,97.467,106.861,101.84,109.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114.001,97.421,102.315,5,0,1,0,0,1,-0.136,NA,0.164,NA,NA,0.068,5,2,-0.136,0.232,0.096,0.177,NA,0.311,0.001,0.005,NA,NA,NA,0.466,0.04,NA,89.96,NA,79.737,95.948,88.409,NA,NA,NA,94.272,84.687,NA,8.673,NA,-6.38,4.635,-0.211,NA,NA,NA,9.554,-1.755,NA,-0.46,NA,-9.874,6.334,2.577,NA,NA,NA,2.717,-2.691,NA,2.616,NA,13.317,0.01,-0.291,NA,NA,NA,16.115,-0.453,NA,0.57,NA,1.646,0.348,-2.428,NA,NA,NA,1.331,-0.435,NA,0.3,0.599,0.448,0.477,0.878,0.742,0.495,18.998,473,90.21,0.432,25,0.053,114.686,212,0.448,1.095,161,176.333
"Yusei Kikuchi","P","- - -","2 Tms",0,20633,"L",579328,2024,33,"33 - 33",2024,2024,9,10,4.047,32,32,12,0,0,0,0,175.2,736,167,85,79,25,44,0,2,4,0,206,204,185,90,15,2926,1016,1910,84,18,5,1,10.554,2.254,4.682,8.556,1.281,0.242,1.201,0.309,0.719,3.457,1.103,0.188,0.426,0.386,0.081,0.135,0.088,0.2,0.374,-0.53,33.307,175.2,NA,NA,33.307,3.543,28.348,2.323,-0.357,-0.864,-1.221,3.458,3.199,0.782,-12.555,13.337,4.389,0.459,1.009,0.946,0.873,1.175,32,32,0.789,-0.014,0.47,95.576,0.234,88.423,NA,NA,0.185,82.486,0.111,86.772,NA,NA,NA,NA,0.001,NA,-2.371,7.16,NA,1.011,-0.51,NA,NA,-0.173,1.048,NA,0.187,-0.157,NA,NA,0.309,0.701,0.483,0.563,0.829,0.734,0.443,0.654,0.128,0.168,0.297,0,0,0,101.821,84.408,77.739,0.28,0.06,0.22,3.295,3.325,4.304,0.591,196,156,132,66,244,174,484,0.405,0.322,0.273,0.136,0.504,0.36,122.257,72.387,168.894,104.953,111.103,102.222,95.951,108.932,99.377,123.116,72.895,96.897,102.67,98.707,117.209,99.13,91.945,113.195,84.243,95.616,115.639,3.75,35.636,46.964,35.821,63.428,56.161,62.627,68.12,70.393,61.33,NA,NA,NA,57.055,58.303,57.558,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.768,63.119,58.307,-0.606,3.169,99.244,92.611,91.057,98.91,104.555,105.134,114.251,102.554,107.365,NA,NA,NA,111.379,100.023,105.928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109.12,101.218,104.832,2,0,1,0,0,0,-0.07,NA,0.164,NA,NA,NA,2,1,-0.07,0.164,0.094,0.111,NA,0.186,0.471,NA,NA,NA,NA,NA,0.232,NA,86.779,NA,82.54,95.576,NA,NA,NA,NA,NA,88.393,NA,7.407,NA,-2.7,4.606,NA,NA,NA,NA,NA,-1.472,NA,3.819,NA,-3.925,8.788,NA,NA,NA,NA,NA,0.832,NA,-0.481,NA,1.342,-1.161,NA,NA,NA,NA,NA,7.813,NA,-0.148,NA,0.247,-0.085,NA,NA,NA,NA,NA,1.152,NA,0.284,0.659,0.482,0.508,0.819,0.732,0.528,19.335,484,90.101,14.17,47,0.097,119.207,215,0.444,1.088,161.5,175.667
"Reynaldo López","P","ATL","ATL",16,16400,"R",625643,2024,30,"30 - 30",2024,2024,8,5,1.99,26,25,14,0,0,0,0,135.2,543,108,32,30,10,42,0,2,2,1,148,137,133,78,13,2117,737,1380,68,7,3,1,9.818,2.786,3.524,7.165,0.663,0.216,1.106,0.287,0.87,2.916,1.03,0.224,0.394,0.382,0.098,0.075,0.051,0.333,0.368,0.13,31.719,134.2,0.751,1,32.47,3.521,28.166,5.867,2.159,0.186,2.346,3.319,3.44,3.238,-6.965,10.203,35.435,3.638,0.979,0.919,0.905,1.003,26,26,2.507,0.801,0.552,95.549,0.295,85.066,NA,NA,0.115,77.008,0.038,86.136,NA,NA,NA,NA,0.003,NA,12.9,8.919,NA,3.709,-2.932,NA,NA,1.107,1.434,NA,1.533,-3.619,NA,NA,0.325,0.701,0.49,0.558,0.863,0.75,0.439,0.643,0.122,0.163,0.286,1,1,0,47.811,73.794,84.918,0.273,0.077,0.195,3.578,3.623,4.511,-0.926,128,125,98,50,194,107,351,0.365,0.356,0.279,0.142,0.553,0.305,114.617,89.352,126.542,84.562,59.037,88.541,85.851,97.653,121.024,121.531,94.742,112.683,91.564,102.975,64.063,90.449,100.935,114.431,89.219,105.141,96.881,3.88,52.879,45.37,58.936,48.781,41.992,47.09,56.176,46.68,62.679,NA,NA,NA,45.058,39.806,46.598,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.815,40.727,57.705,0.013,4.096,75.123,110.288,104.701,83.525,99.173,103.643,91.426,103.397,98.653,NA,NA,NA,113.163,99.871,105.181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.325,102.093,101.335,7,0,0,0,1,0,-0.521,NA,NA,NA,-0.158,NA,7,0,-0.679,0,-0.679,0.039,NA,0.116,0.552,NA,NA,NA,NA,NA,0.294,NA,86.319,NA,77.135,95.706,NA,NA,NA,NA,NA,85.176,NA,-5.961,NA,4.003,-4.29,NA,NA,NA,NA,NA,3.105,NA,5.328,NA,-5.806,8.62,NA,NA,NA,NA,NA,-2.068,NA,-2.964,NA,3.816,14.064,NA,NA,NA,NA,NA,9.101,NA,-3.614,NA,1.564,1.208,NA,NA,NA,NA,NA,1.468,NA,0.301,0.662,0.49,0.515,0.848,0.75,0.523,18.515,351,89.778,13.765,31,0.088,115.558,148,0.422,0.837,162,135.667
"Nick Martinez","P","CIN","CIN",18,12730,"R",607259,2024,33,"33 - 33",2024,2024,10,7,3.098,42,16,6,1,0,0,0,142.1,570,128,56,49,13,18,0,5,4,0,116,157,176,92,26,2126,691,1435,82,18,5,0,7.335,1.138,6.444,8.094,0.822,0.234,1.026,0.275,0.715,3.209,0.892,0.216,0.369,0.414,0.148,0.074,0.115,0,0.258,-0.16,20.393,89,11.807,53.1,32.2,3.465,27.722,3.314,-0.782,0.631,-0.152,3.708,3.891,1.113,-8.388,9.501,16.466,1.659,0.864,0.857,0.989,0.956,38,42,2.038,-0.749,0.4,92.359,0.059,84.96,0.206,89.087,0.119,80.897,0.216,80.137,NA,NA,NA,NA,0,NA,5.119,-0.912,5.619,-4.283,8.022,NA,NA,0.602,-0.73,1.286,-1.693,1.744,NA,NA,0.363,0.692,0.508,0.671,0.863,0.786,0.441,0.675,0.109,0.164,0.273,6,12,4,70.643,74.606,95.817,0.204,0.032,0.172,3.8,3.903,5.185,-0.11,169,147,114,85,246,99,431,0.393,0.342,0.265,0.198,0.572,0.23,85.627,36.5,234.594,95.527,73.154,95.729,79.647,93.484,99.562,90.742,38.68,108.828,85.92,111.579,62.935,97.481,96.892,108.658,123.807,108.829,73.17,3.15,66.997,54.782,61.475,55.644,38.264,58.284,52.421,40.736,57.311,50.635,36.554,59.724,44.134,40.637,52.208,NA,NA,NA,63.153,34.043,63.305,NA,NA,NA,58.462,40.622,64.203,-0.4,3.477,117.731,112.798,115.824,106.523,102.4,105.266,91.217,110.323,109.121,80.088,105.561,97.451,104.542,110.322,109.668,NA,NA,NA,96.171,108.049,103.957,NA,NA,NA,NA,NA,NA,98.632,108.565,106.97,1,0,0,0,0,0,-0.035,NA,NA,NA,NA,NA,1,0,-0.035,0,-0.035,0.217,NA,0.119,0.218,0.211,NA,NA,NA,0.177,0.058,NA,80.255,NA,81.002,92.794,89.213,NA,NA,NA,92.194,85.106,NA,-7.382,NA,-0.181,-2.731,1.045,NA,NA,NA,-7.484,0.609,NA,2.554,NA,-9.289,9.347,5.753,NA,NA,NA,7.382,0.3,NA,8.252,NA,-3.903,2.64,5.755,NA,NA,NA,3.569,-0.409,NA,1.794,NA,-1.543,0.569,1.284,NA,NA,NA,0.949,-0.333,NA,0.334,0.661,0.508,0.583,0.877,0.787,0.533,17.847,431,86.386,16.98,22,0.051,112.389,131,0.304,0.879,162,142.333
"Ranger Suárez","P","PHI","PHI",26,17277,"L",624133,2024,28,"28 - 28",2024,2024,12,8,3.465,27,27,11,1,1,0,0,150.2,626,140,63,58,14,41,1,5,1,2,145,221,110,95,12,2355,830,1525,89,11,8,1,8.662,2.449,3.537,8.363,0.836,0.241,1.201,0.299,0.739,3.366,2.009,0.223,0.519,0.258,0.109,0.127,0.05,0.125,0.319,-1.43,32.22,150.2,NA,NA,32.22,3.465,27.717,3.39,0.123,-0.197,-0.074,3.903,3.262,1.016,-9.554,10.57,10.987,1.11,0.918,0.888,0.879,0.898,26,27,0.95,0.157,0.51,91.241,0.001,82.667,0.12,86.551,0.205,74.507,0.163,80.062,NA,NA,NA,NA,0.002,NA,8.752,-0.129,-4.806,5.078,-3.535,NA,NA,0.729,-4.307,-1.698,1.051,-0.921,NA,NA,0.341,0.666,0.469,0.666,0.903,0.799,0.395,0.645,0.094,0.175,0.269,0,0,0,83.746,81.253,80.607,0.232,0.065,0.166,3.613,3.972,5.316,0.099,200,150,84,67,244,123,435,0.461,0.346,0.194,0.154,0.562,0.283,101.114,78.541,128.741,98.704,74.424,98.747,93.28,101.696,102.878,103.281,80.224,112.113,120.661,69.573,108.442,114.298,97.958,79.326,96.689,106.949,90.07,3.59,48.011,44.475,44.155,59.241,48.189,57.238,46.775,40.645,55.312,59.697,47.344,60.729,43.041,29.753,60.622,NA,NA,NA,48.953,44.108,54.451,NA,NA,NA,53.467,41.856,57.233,-0.09,3.942,72.612,99.586,98.314,84.055,106.534,108.16,68.134,100.879,91.467,87.1,106.354,103.616,22,84.55,76.6,NA,NA,NA,100.813,97.694,93.423,NA,NA,NA,NA,NA,NA,81.716,103.064,99.901,0,0,1,0,0,0,NA,NA,0.039,NA,NA,NA,0,1,0,0.039,0.039,0.164,NA,0.205,0.194,0.119,NA,NA,NA,0.315,0.003,NA,80.196,NA,74.589,92.026,86.712,NA,NA,NA,90.973,83.133,NA,6.169,NA,-6.756,3.018,-2.151,NA,NA,NA,8.82,-3.584,NA,-0.421,NA,-7.378,6.156,1.971,NA,NA,NA,1.838,-0.488,NA,-2.438,NA,5.081,3.507,-3.272,NA,NA,NA,5.858,-1.212,NA,-0.633,NA,1.052,0.769,-1.164,NA,NA,NA,0.789,-17.317,NA,0.311,0.626,0.47,0.587,0.902,0.798,0.504,17.407,435,86.911,6.305,22,0.051,115.641,149,0.343,0.93,162,150.667
"Erick Fedde","P","- - -","2 Tms",0,17425,"R",607200,2024,31,"31 - 31",2024,2024,9,9,3.299,31,31,13,0,0,0,0,177.1,726,154,66,65,20,52,0,5,3,1,154,216,202,95,34,2895,1114,1781,81,8,2,1,7.816,2.639,2.962,7.816,1.015,0.23,1.162,0.271,0.792,3.86,1.069,0.185,0.421,0.394,0.168,0.099,0.037,0.5,0.311,-1.51,32.444,176.4,NA,NA,32.444,3.446,27.565,4.754,0.576,0.732,1.308,3.786,4.116,1.212,-11.904,13.115,16.386,1.645,1.011,0.94,0.879,1.265,31,31,1.921,-0.722,0.312,93.047,0.202,83.503,0.323,89.983,NA,NA,NA,NA,0.163,87.71,NA,NA,0.002,NA,4.384,7.483,3.971,NA,NA,-2.93,NA,0.487,1.284,0.425,NA,NA,-0.621,NA,0.29,0.698,0.453,0.69,0.88,0.807,0.399,0.647,0.087,0.161,0.248,0,0,0,81.455,92.864,100.724,0.212,0.072,0.14,4.189,4.28,4.111,-0.561,189,190,136,93,263,159,515,0.367,0.369,0.264,0.181,0.511,0.309,90.747,84.705,107.126,94.72,88.732,96.252,91.952,94.249,109.751,93.687,87.473,94.566,100.562,102.337,85.421,90.181,105.025,109.191,111.975,96.947,98.928,3.88,49.521,38.066,59.105,NA,NA,NA,38.858,20,55.089,43.225,35.738,51.527,52.945,49.69,52.135,NA,NA,NA,53.462,42.327,55.079,NA,NA,NA,51.138,43.816,56.58,0.055,4.159,86.025,108.273,105.504,NA,NA,NA,17.3,112.178,75.567,76.26,105.307,93.039,126.113,100.906,106.35,NA,NA,NA,77.741,104.125,97.321,NA,NA,NA,NA,NA,NA,89.882,103.939,99.143,4,0,0,0,0,0,-0.204,NA,NA,NA,NA,NA,4,0,-0.204,0,-0.204,0.162,NA,NA,0.009,0.325,NA,NA,NA,0.301,0.202,NA,87.83,NA,NA,93.379,90.066,NA,NA,NA,93.122,83.604,NA,-6.418,NA,NA,-2.809,1.527,NA,NA,NA,-5.384,6.64,NA,1.044,NA,NA,5.801,3.187,NA,NA,NA,4.416,1.65,NA,-2.943,NA,NA,-2.285,6.442,NA,NA,NA,4.987,7.486,NA,-0.628,NA,NA,-8.463,0.685,NA,NA,NA,0.573,1.284,NA,0.24,0.664,0.453,0.618,0.874,0.807,0.502,16.892,515,88.589,14.779,39,0.076,116.533,194,0.377,1.095,162,177.333
"Max Fried","P","ATL","ATL",16,13743,"L",608331,2024,30,"30 - 30",2024,2024,11,10,3.252,29,29,16,2,1,0,0,174.1,714,146,71,63,13,57,0,7,6,0,166,281,111,86,6,2766,1009,1757,82,16,5,1,8.57,2.943,2.912,7.537,0.671,0.225,1.164,0.282,0.725,3.333,2.532,0.18,0.588,0.232,0.054,0.117,0.057,0.2,0.331,-0.06,31.603,174.1,NA,NA,31.603,3.353,26.827,4.011,0.214,0.443,0.658,3.507,3.326,1.718,-10.807,12.525,15.733,1.654,0.987,0.901,0.867,0.942,27,29,2.545,-0.804,0.494,93.784,0.158,83.799,NA,NA,0.211,74.695,0.137,85.778,NA,NA,NA,NA,0.001,NA,11.343,-0.721,NA,7.782,5.436,NA,NA,0.832,-0.165,NA,1.335,1.438,NA,NA,0.321,0.649,0.457,0.644,0.868,0.776,0.413,0.65,0.102,0.176,0.278,0,0,0,78.135,84.085,82.168,0.232,0.08,0.153,3.61,4.134,4.233,-0.08,210,150,123,73,284,126,484,0.435,0.311,0.255,0.151,0.588,0.261,100.043,94.368,106.015,88.96,59.726,91.889,90.415,95.95,100.864,103.666,97.785,90.451,136.73,62.568,99.789,107.838,88.02,104.372,94.66,111.854,82.906,3.64,59.164,52.851,57.988,64.92,64.042,59.462,54.753,55.262,46.519,44.086,54.243,47.879,48.805,54.667,49.301,NA,NA,NA,41.23,58.684,46.281,NA,NA,NA,54.068,55.787,51.06,-0.127,3.886,91.046,101.389,103.057,116.269,102.628,107.884,77.506,93.009,93.172,90.347,98.3,93.75,102.032,96.732,97.761,NA,NA,NA,92.645,96.242,93.562,NA,NA,NA,NA,NA,NA,94.106,98.085,98.849,2,0,1,0,0,1,-0.305,NA,0.039,NA,NA,0.068,2,2,-0.305,0.108,-0.198,0.136,NA,0.21,0.142,0.211,NA,NA,NA,0.167,0.135,NA,85.882,NA,74.791,94.218,93.193,NA,NA,NA,93.693,82.863,NA,7.033,NA,-6.22,0.267,-0.683,NA,NA,NA,5.931,-5.46,NA,1.45,NA,-11.47,6.283,4.439,NA,NA,NA,4.028,-4.12,NA,6.268,NA,8.031,2.424,4.449,NA,NA,NA,4.952,0.322,NA,1.671,NA,1.385,0.62,0.764,NA,NA,NA,1.074,0.086,NA,0.28,0.624,0.457,0.541,0.874,0.775,0.513,19.543,484,86.295,3.022,24,0.05,114.449,167,0.345,1.076,162,174.333
"Michael Wacha","P","KCR","KCR",7,14078,"R",608379,2024,32,"32 - 32",2024,2024,13,8,3.348,29,29,14,0,0,0,0,166.2,685,154,65,62,17,45,1,5,3,0,145,186,200,96,30,2603,927,1676,95,11,7,1,7.83,2.43,3.222,8.316,0.918,0.243,1.194,0.29,0.771,3.652,0.93,0.199,0.386,0.415,0.15,0.085,0.059,0.143,0.302,-0.22,31.469,166.2,NA,NA,31.469,3.345,26.758,4.261,1.067,-0.151,0.916,3.918,4.141,1.558,-10.871,12.429,18.974,1.844,0.962,0.914,0.877,1.169,29,29,1.465,0.155,0.391,93.64,0.08,83.889,0.125,88.546,0.081,75.236,0.322,81.271,NA,NA,NA,NA,0.001,NA,2.592,-5.495,-2.958,-3.406,18.805,NA,NA,0.255,-2.642,-0.907,-1.607,2.241,NA,NA,0.316,0.693,0.48,0.652,0.861,0.784,0.436,0.645,0.104,0.159,0.262,0,0,0,79.61,88.954,101.17,0.212,0.066,0.146,4.167,4.214,5.13,-0.304,210,153,126,104,247,138,490,0.429,0.313,0.258,0.213,0.505,0.282,90.702,78.029,116.24,102.009,79.629,102.429,95.381,101.985,106.599,93.111,80.102,102.714,93.028,106.046,73.724,105.125,89.255,106.945,131.389,95.802,90.776,4.05,79.496,68.9,68.066,39.803,49.664,38.491,56.209,41.88,61.473,42.465,25.528,54.355,25.947,34.874,29.131,NA,NA,NA,46.04,39.308,51.554,NA,NA,NA,59.057,49.36,59.599,-0.437,3.421,111.122,109.012,112.21,72.462,88.93,92.16,83.239,102.574,98.688,77.72,103.011,88.887,97.412,89.268,89.663,NA,NA,NA,78.409,99.989,92.217,NA,NA,NA,NA,NA,NA,91.081,102.321,99.349,0,0,1,0,0,0,NA,NA,0.039,NA,NA,NA,0,1,0,0.039,0.039,0.322,NA,0.082,0.238,0.114,NA,NA,NA,0.152,0.092,NA,81.338,NA,75.333,93.753,88.911,NA,NA,NA,93.768,84.201,NA,-7.594,NA,7.09,-3.865,0.677,NA,NA,NA,-7.46,1.507,NA,1.866,NA,-8.516,9.45,4.952,NA,NA,NA,7.443,-0.188,NA,18.933,NA,-3.486,2.7,-3.726,NA,NA,NA,1.693,-5.278,NA,2.259,NA,-1.644,0.436,-1.255,NA,NA,NA,0.429,-2.199,NA,0.277,0.662,0.48,0.576,0.86,0.783,0.528,17.756,490,86.901,15.736,39,0.08,117.48,158,0.322,1.029,162,166.667
"Tanner Bibee","P","CLE","CLE",5,30134,"R",676440,2024,25,"25 - 25",2024,2024,12,8,3.472,31,31,12,0,0,0,0,173.2,710,150,70,67,22,44,0,8,2,0,187,162,208,98,28,2853,963,1890,92,10,3,1,9.691,2.28,4.25,7.774,1.14,0.228,1.117,0.285,0.771,3.558,0.779,0.209,0.346,0.444,0.135,0.106,0.062,0.333,0.356,1.66,31.107,173.2,NA,NA,31.107,3.289,26.308,3.549,0.236,0.024,0.26,3.662,3.722,1.386,-11.447,12.833,13.473,1.367,0.979,0.934,0.872,1.124,31,31,1.261,0.155,0.437,94.675,0.278,86.241,NA,NA,0.105,81.332,0.18,82.52,NA,NA,NA,NA,0.001,NA,-11,13.836,NA,-3.565,0.555,NA,NA,-0.882,1.743,NA,-1.196,0.108,NA,NA,0.315,0.75,0.509,0.651,0.817,0.76,0.445,0.659,0.122,0.152,0.274,0,0,0,87.22,87.787,90.752,0.263,0.062,0.201,3.578,3.549,4.768,-0.086,192,145,134,72,259,140,471,0.408,0.308,0.285,0.153,0.55,0.297,112.259,73.22,153.317,95.355,98.896,96.281,89.237,100.379,106.553,115.853,75.564,107.99,83.449,113.587,91.738,99.787,87.82,118.082,94.438,104.296,95.611,3.8,60.288,63.644,53.22,57.991,56.548,57.073,51.199,48.486,53.298,44.891,62.348,28.16,61.059,55.088,58.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.3,54.663,55.809,-0.266,3.678,82.325,99.516,107.91,119.051,108.633,112.125,91.713,102.846,98.146,88.9,64.1,93.1,113.169,101.94,109.184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.877,102.54,104.41,1,0,1,0,0,0,-0.048,NA,0.039,NA,NA,NA,1,1,-0.048,0.039,-0.009,0.18,NA,0.13,0.434,NA,NA,NA,NA,0.003,0.254,NA,82.526,NA,81.88,94.683,NA,NA,NA,NA,93.759,86.429,NA,-7.93,NA,8.33,-2.479,NA,NA,NA,NA,-8.238,4.886,NA,5.444,NA,-3.117,8.247,NA,NA,NA,NA,3.97,1.161,NA,0.672,NA,0.3,-8.502,NA,NA,NA,NA,-0.127,10.819,NA,0.131,NA,0.081,-0.687,NA,NA,NA,NA,-1.407,1.496,NA,0.277,0.712,0.509,0.62,0.805,0.758,0.534,19.776,471,88.374,17.694,33,0.07,116.654,174,0.369,1.079,161,173.667
"MacKenzie Gore","P","WSN","WSN",24,22201,"L",669022,2024,25,"25 - 25",2024,2024,10,12,3.896,32,32,11,0,0,0,0,166.1,731,171,93,72,15,65,0,11,14,0,181,184,166,120,11,2995,1074,1921,93,13,3,0,9.794,3.517,2.785,9.253,0.812,0.261,1.419,0.34,0.681,3.533,1.108,0.255,0.391,0.353,0.066,0.09,0.071,0,0.357,-1.02,30.568,166.1,NA,NA,30.568,3.234,25.876,1.147,-0.362,-1.725,-2.087,4.255,3.87,-0.512,-14.169,13.657,-6.981,-0.747,1.04,0.937,0.873,0.986,32,32,-0.879,0.387,0.553,96.054,0.157,90.749,NA,NA,0.197,82.912,0.093,85.91,NA,NA,NA,NA,0,NA,-3.037,-4.044,NA,2.872,-3.597,NA,NA,-0.183,-0.86,NA,0.487,-1.298,NA,NA,0.315,0.747,0.502,0.581,0.846,0.752,0.433,0.581,0.125,0.137,0.261,0,0,0,95.096,86.697,95.307,0.248,0.089,0.159,3.981,4.062,5.032,0.363,178,172,123,74,257,142,474,0.376,0.364,0.26,0.156,0.543,0.3,114.33,112.788,101.367,109.204,72.229,106.801,110.169,115.485,94.838,110.405,108.915,128.359,91.055,95.164,76.992,93.338,103.064,106.578,97.986,103.36,95.409,4.19,42.71,49.664,39.163,53.307,65.586,53.329,63.872,68.02,55.094,NA,NA,NA,31.656,42.764,42.813,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.329,61.551,50.477,-0.144,3.862,91.764,91.106,93.945,103.822,103.558,102.277,123.696,98.454,102.764,NA,NA,NA,89.358,91.99,92.101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110.161,98.303,100.785,0,0,1,0,0,0,NA,NA,0.164,NA,NA,NA,0,1,0,0.164,0.164,0.093,NA,0.194,0.553,NA,NA,NA,NA,NA,0.16,NA,85.978,NA,82.91,96.128,NA,NA,NA,NA,NA,90.696,NA,7.119,NA,-0.315,3.338,NA,NA,NA,NA,NA,-1.053,NA,4.225,NA,-7.131,9.26,NA,NA,NA,NA,NA,3.516,NA,-3.733,NA,3.08,-0.007,NA,NA,NA,NA,NA,-2.997,NA,-1.348,NA,0.529,0,NA,NA,NA,NA,NA,-0.627,NA,0.293,0.7,0.502,0.526,0.84,0.751,0.514,19.151,474,88.037,13.496,32,0.068,113.221,179,0.378,1.027,162,166.333
