"PlayerName","position","TeamName","TeamNameAbb","teamid","playerid","Throws","xMLBAMID","Season","Age","AgeR","SeasonMin","SeasonMax","W","L","ERA","G","GS","QS","CG","ShO","SV","BS","IP","TBF","H","R","ER","HR","BB","IBB","HBP","WP","BK","SO","GB","FB","LD","IFFB","Pitches","Balls","Strikes","RS","IFH","BU","BUH","K/9","BB/9","K/BB","H/9","HR/9","AVG","WHIP","BABIP","LOB%","FIP","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","IFH%","BUH%","TTO%","CFraming","Starting","Start-IP","Relieving","Relief-IP","RAR","WAR","Dollars","RA9-Wins","LOB-Wins","BIP-Wins","BS-Wins","tERA","xFIP","WPA","-WPA","+WPA","RE24","REW","pLI","inLI","gmLI","exLI","Pulls","Games","WPA/LI","Clutch","FB%1","FBv","SL%","SLv","CT%","CTv","CB%","CBv","CH%","CHv","SF%","SFv","KN%","KNv","XX%","PO%","wFB","wSL","wCT","wCB","wCH","wSF","wKN","wFB/C","wSL/C","wCT/C","wCB/C","wCH/C","wSF/C","wKN/C","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","F-Strike%","SwStr%","CStr%","C+SwStr%","HLD","SD","MD","ERA-","FIP-","xFIP-","K%","BB%","K-BB%","SIERA","kwERA","RS/9","E-F","Pull","Cent","Oppo","Soft","Med","Hard","bipCount","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","K/9+","BB/9+","K/BB+","H/9+","HR/9+","AVG+","WHIP+","BABIP+","LOB%+","K%+","BB%+","LD%+","GB%+","FB%+","HRFB%+","Pull%+","Cent%+","Oppo%+","Soft%+","Med%+","Hard%+","xERA","pb_o_CH","pb_s_CH","pb_c_CH","pb_o_CU","pb_s_CU","pb_c_CU","pb_o_FF","pb_s_FF","pb_c_FF","pb_o_SI","pb_s_SI","pb_c_SI","pb_o_SL","pb_s_SL","pb_c_SL","pb_o_KC","pb_s_KC","pb_c_KC","pb_o_FC","pb_s_FC","pb_c_FC","pb_o_FS","pb_s_FS","pb_c_FS","pb_overall","pb_stuff","pb_command","pb_xRV100","pb_ERA","sp_s_CH","sp_l_CH","sp_p_CH","sp_s_CU","sp_l_CU","sp_p_CU","sp_s_FF","sp_l_FF","sp_p_FF","sp_s_SI","sp_l_SI","sp_p_SI","sp_s_SL","sp_l_SL","sp_p_SL","sp_s_KC","sp_l_KC","sp_p_KC","sp_s_FC","sp_l_FC","sp_p_FC","sp_s_FS","sp_l_FS","sp_p_FS","sp_s_FO","sp_l_FO","sp_p_FO","sp_stuff","sp_location","sp_pitching","PPTV","CPTV","BPTV","DSV","DGV","BTV","rPPTV","rCPTV","rBPTV","rDSV","rDGV","rBTV","EBV","ESV","rFTeamV","rBTeamV","rTV","piCH%","piCS%","piCU%","piFA%","piFC%","piFS%","piKN%","piSB%","piSI%","piSL%","piXX%","pivCH","pivCS","pivCU","pivFA","pivFC","pivFS","pivKN","pivSB","pivSI","pivSL","pivXX","piCH-X","piCS-X","piCU-X","piFA-X","piFC-X","piFS-X","piKN-X","piSB-X","piSI-X","piSL-X","piXX-X","piCH-Z","piCS-Z","piCU-Z","piFA-Z","piFC-Z","piFS-Z","piKN-Z","piSB-Z","piSI-Z","piSL-Z","piXX-Z","piwCH","piwCS","piwCU","piwFA","piwFC","piwFS","piwKN","piwSB","piwSI","piwSL","piwXX","piwCH/C","piwCS/C","piwCU/C","piwFA/C","piwFC/C","piwFS/C","piwKN/C","piwSB/C","piwSI/C","piwSL/C","piwXX/C","piO-Swing%","piZ-Swing%","piSwing%","piO-Contact%","piZ-Contact%","piContact%","piZone%","piPace","Events","EV","LA","Barrels","Barrel%","maxEV","HardHit","HardHit%","Q","TG","TIP"
"Jack Flaherty","P","- - -","2 Tms",0,17479,"R",656427,2024,28,"28 - 28",2024,2024,13,7,3.167,28,28,15,0,0,0,0,162,649,135,61,57,24,38,0,4,6,0,194,162,155,93,14,2646,948,1698,100,6,3,0,10.778,2.111,5.105,7.5,1.333,0.222,1.068,0.285,0.809,3.475,1.045,0.227,0.395,0.378,0.09,0.155,0.037,0,0.394,-0.09,30.131,161.3,NA,NA,30.131,3.216,25.725,4.026,0.697,0.113,0.81,3.812,2.996,1.698,-9.924,11.621,17.82,1.853,0.929,0.919,0.881,1.023,28,28,1.305,0.523,0.465,93.245,0.292,84.796,NA,NA,0.217,77.423,0.026,85.853,NA,NA,NA,NA,0.029,NA,2.405,-1.255,NA,12.268,-0.414,NA,NA,0.201,-0.168,NA,2.199,-0.609,NA,NA,0.329,0.681,0.463,0.547,0.843,0.712,0.38,0.612,0.133,0.18,0.313,0,0,0,79.07,84.914,73.01,0.299,0.059,0.24,3.095,3.082,5.556,-0.308,180,141,92,65,224,124,413,0.436,0.341,0.223,0.157,0.542,0.3,125.153,67.745,184.697,90.66,116.782,92.798,84.328,99.112,112.126,132.052,71.556,115.776,94.198,98.749,133.41,107.166,97.137,92.016,97.684,102.983,96.129,3.51,29.029,42.89,26.161,NA,NA,NA,53.336,48.13,59.183,20,56.658,20,51.144,43.308,59.487,52.954,45.14,51.965,NA,NA,NA,NA,NA,NA,50.065,43.802,56.164,0.121,4.259,86.507,82.935,81.161,NA,NA,NA,91.543,104.273,101.278,74.772,84.606,72.241,94.9,102.247,102.127,101.325,102.592,106.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.084,102.394,101.507,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0.028,NA,0.218,0.441,NA,NA,NA,NA,0.022,0.29,0,85.854,NA,77.414,93.402,NA,NA,NA,NA,90.499,84.819,80.788,-7.05,NA,7.758,-2.358,NA,NA,NA,NA,-6.477,3.921,0,1.664,NA,-6.541,7.876,NA,NA,NA,NA,3.758,-0.036,0,-1.775,NA,12.32,5.975,NA,NA,NA,NA,-1.382,0.009,-0.024,-2.501,NA,2.204,0.528,NA,NA,NA,NA,-2.425,0.001,-2.424,0.332,0.62,0.464,0.517,0.835,0.711,0.457,17.786,413,88.36,13.961,32,0.077,117.509,144,0.349,1,162,162
"Pablo López","P","MIN","MIN",8,17085,"R",641154,2024,28,"28 - 28",2024,2024,15,10,4.079,32,32,18,0,0,0,0,185.1,772,180,90,84,26,41,0,8,3,0,198,223,188,109,15,2986,995,1991,116,15,3,0,9.615,1.991,4.829,8.741,1.263,0.249,1.192,0.309,0.722,3.647,1.186,0.21,0.429,0.362,0.08,0.138,0.067,0,0.343,0.35,30.458,185.1,NA,NA,30.458,3.2,25.598,2.333,0.074,-0.941,-0.866,3.916,3.357,-0.03,-11.998,11.968,-0.551,0.01,0.861,0.835,0.873,1.058,32,32,0.789,-0.823,0.482,94.994,0.219,84.504,NA,NA,0.1,82.477,0.2,88.544,NA,NA,NA,NA,NA,NA,12.771,-5.551,NA,-3.673,-1.01,NA,NA,0.888,-0.85,NA,-1.232,-0.169,NA,NA,0.358,0.723,0.515,0.625,0.83,0.749,0.432,0.675,0.129,0.148,0.278,0,0,0,101.896,89.079,81.662,0.256,0.053,0.203,3.455,3.526,5.633,0.432,229,166,128,70,297,156,525,0.438,0.317,0.245,0.134,0.568,0.298,111.38,63.933,174.214,107.223,109.52,105.15,95.257,108.667,99.736,112.816,64.757,108.101,103.384,92.399,119.952,107.184,90.543,101.58,82.686,107.706,95.945,3.7,63.384,56.896,58.472,50.124,56.617,43.585,60.509,48.255,63.244,73.618,64.832,55.038,58.05,66.246,51.827,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.189,56.276,59.558,-0.632,3.129,95.166,104.105,104.76,91.8,103.265,107.627,96.664,105.145,100.876,97.42,107.446,106.754,105.609,102.641,109.502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.885,104.34,104.624,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0.2,NA,0.097,0.402,NA,NA,NA,NA,0.079,0.222,NA,88.536,NA,82.448,95.106,NA,NA,NA,NA,94.562,84.496,NA,-9.696,NA,3.828,-3.177,NA,NA,NA,NA,-7.997,7.361,NA,2.753,NA,-7.484,7.445,NA,NA,NA,NA,3.969,-1.459,NA,-0.659,NA,-3.756,20.207,NA,NA,NA,NA,-5.522,-5.549,NA,-0.111,NA,-1.3,1.684,NA,NA,NA,NA,-2.33,-0.84,NA,0.32,0.687,0.517,0.529,0.835,0.748,0.536,19.882,525,87.889,13.323,43,0.082,113.047,195,0.371,1.144,162,185.333
"Aaron Nola","P","PHI","PHI",26,16149,"R",605400,2024,31,"31 - 31",2024,2024,14,8,3.567,33,33,20,1,1,0,0,199.1,820,189,84,79,30,50,0,3,2,0,197,252,192,122,16,3193,1101,2092,125,12,4,2,8.895,2.258,3.94,8.533,1.355,0.246,1.199,0.294,0.79,3.944,1.312,0.216,0.445,0.339,0.083,0.156,0.048,0.5,0.338,-1.29,30.23,199.1,NA,NA,30.23,3.16,25.282,4.353,1.225,-0.033,1.192,4.325,3.444,1.435,-12.738,14.173,13.516,1.468,0.932,0.93,0.87,1.116,32,33,1.684,-0.144,0.483,92.124,NA,NA,0.092,87.52,0.329,79.166,0.096,85.758,NA,NA,NA,NA,0.001,NA,3.624,NA,-7.669,9.795,-5.36,NA,NA,0.235,NA,-2.608,0.934,-1.752,NA,NA,0.347,0.686,0.482,0.627,0.882,0.772,0.399,0.665,0.11,0.17,0.28,0,0,0,86.219,94.918,85.015,0.24,0.061,0.179,3.68,3.815,5.644,-0.377,272,179,119,91,305,174,570,0.477,0.314,0.209,0.16,0.535,0.305,103.836,72.397,143.426,100.718,120.543,100.806,93.099,100.05,109.95,107.122,74.688,108.364,103.554,91.4,133.131,118.357,89.005,85.565,99.991,101.79,97.015,3.75,47.408,46.817,53.657,NA,NA,NA,49.002,46.895,53.611,61.555,45.267,60.318,NA,NA,NA,67.814,59.559,63.004,41.775,47.383,52.626,NA,NA,NA,56.85,49.439,60.524,-0.3,3.627,77.709,102.451,90.962,NA,NA,NA,89.802,103.476,98.905,100.171,109.388,105.911,NA,NA,NA,134.948,105.807,112.702,68.533,98.606,91.825,NA,NA,NA,NA,NA,NA,103.754,104.896,103.498,2,0,2,0,0,0,-0.114,NA,0.224,NA,NA,NA,2,2,-0.114,0.224,0.11,0.096,NA,0.329,0.276,0.092,NA,NA,NA,0.207,NA,NA,85.836,NA,79.186,92.597,87.578,NA,NA,NA,91.64,NA,NA,-8.847,NA,8.143,-6.924,-0.71,NA,NA,NA,-9.789,NA,NA,0.702,NA,-7.208,7.486,3.835,NA,NA,NA,3.959,NA,NA,-5.139,NA,9.837,7.393,-7.487,NA,NA,NA,-2.485,NA,NA,-1.674,NA,0.938,0.841,-2.555,NA,NA,NA,-0.376,NA,NA,0.332,0.642,0.482,0.582,0.875,0.771,0.485,21.081,570,88.487,12.03,41,0.072,120.517,215,0.377,1.23,162,199.333
"Nestor Cortes","P","NYY","NYY",9,17874,"L",641482,2024,29,"29 - 29",2024,2024,9,10,3.769,31,30,13,0,0,0,0,174.1,710,162,74,73,24,39,0,4,2,1,162,155,244,100,32,2851,997,1854,84,6,6,2,8.363,2.013,4.154,8.363,1.239,0.243,1.153,0.287,0.764,3.838,0.635,0.2,0.311,0.489,0.131,0.098,0.039,0.333,0.317,2.26,27.572,170,2.215,4.1,29.787,3.147,25.173,3.323,0.197,-0.021,0.176,3.882,4.164,0.521,-11.945,12.465,11.487,1.173,0.944,0.889,0.915,1.14,30,31,1.284,-0.732,0.457,92.073,0.166,78.258,0.281,87.546,NA,NA,0.097,83.629,NA,NA,NA,NA,0.001,NA,3.347,-5.639,10.117,NA,-3.563,NA,NA,0.257,-1.192,1.265,NA,-1.296,NA,NA,0.31,0.755,0.502,0.707,0.834,0.79,0.432,0.589,0.106,0.146,0.252,0,1,0,93.513,91.004,101.749,0.228,0.055,0.173,4.015,3.887,4.337,-0.069,187,190,128,83,262,160,505,0.37,0.376,0.253,0.164,0.519,0.317,96.879,64.651,149.848,102.589,107.474,102.58,92.103,101.021,105.622,100.365,66.978,103.349,74.883,124.968,85.312,90.645,107.327,105.2,101.537,98.4,101.913,3.64,48.166,51.856,45.863,NA,NA,NA,56.528,56.6,56.332,26.024,20,44.238,50.615,43.579,48.468,NA,NA,NA,51.95,47.137,53.219,NA,NA,NA,53.946,51.366,54.876,-0.12,3.898,86.303,101.841,94.387,NA,NA,NA,98.639,102.861,100.267,86.197,116.213,113.439,99.197,98.331,100.681,NA,NA,NA,108.527,99.755,102.5,NA,NA,NA,NA,NA,NA,100.504,101.007,100.544,1,0,0,0,0,0,-0.021,NA,NA,NA,NA,NA,1,0,-0.021,0,-0.021,0.096,NA,NA,0.456,0.281,NA,NA,NA,NA,0.167,NA,83.601,NA,NA,92.056,87.512,NA,NA,NA,NA,78.209,NA,7.847,NA,NA,2.809,-2.748,NA,NA,NA,NA,-8.505,NA,1.198,NA,NA,9.934,3.873,NA,NA,NA,NA,-0.545,NA,-2.532,NA,NA,3.865,10.394,NA,NA,NA,NA,-5.911,NA,-0.924,NA,NA,0.298,1.298,NA,NA,NA,NA,-1.244,NA,0.27,0.71,0.502,0.659,0.832,0.788,0.527,16.97,505,89.722,22.388,40,0.079,117.363,219,0.434,1.076,162,174.333
"Brandon Pfaadt","P","ARI","ARI",15,27782,"R",694297,2024,25,"25 - 25",2024,2024,11,10,4.706,32,32,13,0,0,0,0,181.2,760,183,103,95,24,42,1,4,1,0,185,217,203,103,20,2797,928,1869,105,13,4,1,9.165,2.081,4.405,9.066,1.189,0.256,1.239,0.315,0.645,3.607,1.069,0.197,0.415,0.388,0.099,0.118,0.06,0.25,0.33,-0.23,29.851,181.2,NA,NA,29.851,3.137,25.095,1.233,-1.056,-0.848,-1.903,3.77,3.579,-0.473,-13.115,12.642,-9.887,-0.999,0.939,0.881,0.85,1.148,32,32,0.344,-0.847,0.557,93.785,0.273,84.86,NA,NA,0.053,80.845,0.113,87.498,0.004,89.818,NA,NA,0.003,NA,1.519,-2.511,NA,-1.977,2.612,0.053,NA,0.098,-0.329,NA,-1.336,0.829,0.48,NA,0.326,0.694,0.491,0.6,0.866,0.768,0.449,0.708,0.114,0.176,0.29,0,0,0,112.561,91.887,88.278,0.243,0.055,0.188,3.65,3.708,5.202,1.1,225,170,132,69,297,161,529,0.427,0.323,0.25,0.131,0.564,0.306,106.993,66.727,160.345,107.004,105.812,104.851,96.168,106.984,89.746,108.539,67.691,99.01,96.503,104.581,100.734,105.894,91.427,102.657,82.003,107.207,97.091,3.75,52.491,50.647,54.664,58.329,46.832,62.457,65.836,57.948,67.796,56.482,52.037,51.278,66.59,63.756,58.037,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.327,56.961,63.576,-0.827,2.837,91.889,101.618,96.43,106.022,101.822,103.613,95.356,105.777,102.65,88.888,106.055,104.199,143.341,108.622,118.847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107.254,106.002,106.796,3,0,1,0,0,0,-0.121,NA,0.039,NA,NA,NA,3,1,-0.121,0.039,-0.082,0.112,NA,0.053,0.335,NA,0.006,NA,NA,0.221,0.273,NA,87.533,NA,80.824,93.881,NA,89.724,NA,NA,93.723,84.871,NA,-8.978,NA,7.377,-3.226,NA,-2.195,NA,NA,-8.767,6.561,NA,0.963,NA,-6.089,7.575,NA,3.552,NA,NA,2.814,2.554,NA,2.581,NA,-1.953,3.914,NA,0.072,NA,NA,-0.996,-0.603,NA,0.822,NA,-1.311,0.419,NA,0.452,NA,NA,-0.161,-0.079,NA,0.297,0.656,0.491,0.551,0.853,0.769,0.541,19.069,529,89.38,14.081,43,0.081,115.537,205,0.388,1.121,162,181.667
"Hunter Brown","P","HOU","HOU",21,25880,"R",686613,2024,25,"25 - 25",2024,2024,11,9,3.494,31,30,19,0,0,0,0,170,712,156,71,66,18,60,0,5,4,1,179,228,142,96,19,2890,1069,1821,89,17,2,1,9.476,3.176,2.983,8.259,0.953,0.241,1.271,0.307,0.766,3.584,1.606,0.206,0.489,0.305,0.134,0.127,0.075,0.5,0.361,-0.43,29.287,165,0.339,5,29.625,3.129,25.03,3.274,0.947,-0.802,0.145,3.785,3.471,1.808,-10.9,12.708,11.791,1.31,0.964,0.898,0.846,0.951,31,31,1.327,0.548,0.53,95.878,0.054,89.191,0.168,92.515,0.125,82.897,NA,NA,0.124,88.361,NA,NA,0,NA,4.8,1.329,1.768,-3.906,NA,3.062,NA,0.314,0.846,0.365,-1.085,NA,0.858,NA,0.306,0.677,0.462,0.672,0.843,0.778,0.421,0.601,0.103,0.167,0.27,0,0,0,88.034,88.138,84.495,0.251,0.084,0.167,3.744,3.96,4.712,-0.09,164,177,127,90,276,102,468,0.35,0.378,0.271,0.192,0.59,0.218,109.774,101.999,103.414,101.308,82.66,101.835,101.499,107.981,105.588,110.585,102.753,106.241,117.95,77.878,109.945,85.781,107.888,112.631,118.804,111.854,70.106,3.27,56.049,54.679,57.042,NA,NA,NA,53.776,54.201,50.283,51.704,49.993,51.712,51.194,39.386,62.307,49.74,52.308,49.338,45.37,43.105,53.634,NA,NA,NA,50.572,49.523,52.441,0.09,4.212,84.195,100.945,102.029,NA,NA,NA,110.171,101.458,101.681,92.996,102.005,98.111,109.919,103.345,107.082,127.391,99.706,105.502,89.948,102.575,100.722,NA,NA,NA,NA,NA,NA,102.85,100.988,101.364,1,0,0,0,0,0,-0.038,NA,NA,NA,NA,NA,1,0,-0.038,0,-0.038,0.124,NA,0.125,0.348,0.177,NA,NA,NA,0.18,0.046,NA,88.449,NA,82.986,96.125,92.33,NA,NA,NA,95.643,89.67,NA,-8.011,NA,2.748,-2.916,1.871,NA,NA,NA,-7.857,2.312,NA,3.98,NA,-10.121,9.14,4.636,NA,NA,NA,6.804,1.505,NA,3.736,NA,-2.855,-0.255,4.546,NA,NA,NA,5.566,-0.062,NA,1.041,NA,-0.793,-0.025,0.89,NA,NA,NA,1.07,-0.047,NA,0.272,0.655,0.462,0.618,0.842,0.776,0.497,19.842,468,86.188,9.581,21,0.045,113.991,142,0.303,1.056,161,170
"Joe Ryan","P","MIN","MIN",8,21390,"R",657746,2024,28,"28 - 28",2024,2024,7,7,3.6,23,23,13,0,0,0,0,135,538,110,59,54,19,23,0,5,2,1,147,128,163,68,31,2108,676,1432,67,8,4,3,9.8,1.533,6.391,7.333,1.267,0.216,0.985,0.265,0.709,3.441,0.785,0.189,0.357,0.454,0.19,0.117,0.062,0.75,0.351,0.62,28.968,135,NA,NA,28.968,3.121,24.967,2.361,-1.373,0.613,-0.76,3.3,3.437,0.468,-8.361,8.829,7.1,0.717,0.885,0.88,0.879,1.039,23,23,0.886,-0.357,0.546,93.912,0.233,83.137,NA,NA,NA,NA,NA,NA,0.222,88.559,NA,NA,0.001,NA,11.348,-0.791,NA,NA,NA,1.103,NA,0.988,-0.161,NA,NA,NA,0.236,NA,0.324,0.707,0.508,0.621,0.817,0.752,0.481,0.704,0.126,0.17,0.296,0,0,0,89.927,83.939,83.647,0.273,0.043,0.23,3.279,3.2,4.467,0.159,155,120,88,72,189,102,363,0.427,0.331,0.242,0.198,0.521,0.281,113.522,49.237,230.563,89.955,109.874,91.096,78.7,93.145,98.002,120.187,52.128,97.683,85.954,116.039,101.101,104.525,94.302,100.618,122.535,98.751,90.384,2.9,NA,NA,NA,NA,NA,NA,66.629,49.796,67.317,68.928,59.771,63.838,64.307,56.177,52.692,NA,NA,NA,NA,NA,NA,53.49,53.267,53.887,65.709,52.858,63.2,-0.851,2.801,NA,NA,NA,NA,NA,NA,93.768,109.884,105.237,109.845,108.29,104.943,107.705,103.36,112.287,NA,NA,NA,NA,NA,NA,101.337,103.26,94.174,NA,NA,NA,98.964,106.974,104.249,2,0,0,0,0,0,-0.084,NA,NA,NA,NA,NA,2,0,-0.084,0,-0.084,0.221,NA,NA,0.485,0.01,NA,NA,NA,0.061,0.223,NA,88.567,NA,NA,94.027,89.178,NA,NA,NA,92.826,82.812,NA,-8.304,NA,NA,-6.822,0.292,NA,NA,NA,-9.211,6.856,NA,-1.007,NA,NA,7.069,2.714,NA,NA,NA,3.434,0.367,NA,1.19,NA,NA,14.101,0.08,NA,NA,NA,-1.203,-0.618,NA,0.257,NA,NA,1.384,0.365,NA,NA,NA,-0.932,-0.132,NA,0.291,0.669,0.508,0.584,0.809,0.754,0.572,17.489,363,88.33,18.502,31,0.085,116.44,132,0.364,0.833,162,135
"Blake Snell","P","SFG","SFG",30,13543,"L",605483,2024,31,"31 - 31",2024,2024,5,3,3.115,20,20,10,1,1,0,0,104,418,65,38,36,6,44,0,1,8,0,145,95,92,39,9,1774,664,1110,44,6,2,1,12.548,3.808,3.295,5.625,0.519,0.174,1.048,0.266,0.709,2.426,1.033,0.173,0.42,0.407,0.098,0.065,0.063,0.5,0.467,1.8,27.901,104,NA,NA,27.901,3.065,24.52,2.524,-1.082,0.541,-0.541,2.272,3.014,1.571,-6.303,7.874,14.771,1.475,1.048,0.988,0.879,1.309,19,20,2.155,-0.656,0.464,95.918,0.099,88.761,NA,NA,0.261,81.158,0.177,85.527,NA,NA,NA,NA,0.001,NA,8.827,0.166,NA,10.306,2.875,NA,NA,1.074,0.094,NA,2.231,0.918,NA,NA,0.346,0.651,0.455,0.494,0.783,0.641,0.356,0.648,0.163,0.165,0.328,0,0,0,77.326,62.815,74.616,0.347,0.105,0.242,3.162,3.066,3.808,0.689,92,76,60,39,131,58,228,0.404,0.333,0.263,0.171,0.575,0.254,146.486,122.109,119.963,66.39,46.208,71.29,81.38,90.305,98.63,154.674,128.935,86.756,97.769,109.683,55.568,100.081,94.475,107.855,107.133,109.299,80.846,2.54,70.026,61.88,64.034,61.541,72.038,47.925,58.82,65.426,43.309,NA,NA,NA,38.569,46.751,33.105,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.768,65.887,45.835,-0.481,3.355,109.64,107.561,115.549,148.492,99.358,108.912,116.155,95.699,99.824,NA,NA,NA,105.508,86.736,90.666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122.344,97.85,104.059,0,0,1,0,0,0,NA,NA,0.039,NA,NA,NA,0,1,0,0.039,0.039,0.176,NA,0.26,0.464,NA,NA,NA,NA,NA,0.1,NA,85.676,NA,81.311,96.104,NA,NA,NA,NA,NA,88.881,NA,7.838,NA,-7.153,3.263,NA,NA,NA,NA,NA,-1.468,NA,4.74,NA,-6.337,9.896,NA,NA,NA,NA,NA,2.968,NA,2.888,NA,10.389,9.479,NA,NA,NA,NA,NA,0.232,NA,0.926,NA,2.259,1.153,NA,NA,NA,NA,NA,0.131,NA,0.315,0.634,0.454,0.422,0.779,0.639,0.435,18.915,228,86.499,14.591,13,0.057,111.623,66,0.289,0.642,162,104
"Shota Imanaga","P","CHC","CHC",17,33829,"L",684007,2024,30,"30 - 30",2024,2024,15,3,2.908,29,29,19,0,0,0,0,173.1,694,149,66,56,27,28,0,3,3,0,174,181,221,84,24,2594,816,1778,112,17,3,2,9.035,1.454,6.214,7.737,1.402,0.225,1.021,0.264,0.802,3.72,0.819,0.173,0.372,0.455,0.109,0.122,0.094,0.667,0.33,-0.98,28.886,173.1,NA,NA,28.886,3.042,24.336,4.315,0.09,1.183,1.273,3.412,3.623,1.656,-10.566,12.222,18.307,1.92,0.937,0.927,0.872,0.903,29,29,1.96,-0.192,0.52,91.707,0.076,81.653,0.005,89.667,0.033,72.541,0.021,88.741,0.346,82.798,NA,NA,0.002,NA,4.29,0.357,-1.096,-1.273,0.414,10.188,NA,0.318,0.182,-9.131,-1.498,0.767,1.137,NA,0.389,0.767,0.555,0.6,0.83,0.739,0.438,0.68,0.145,0.129,0.274,0,0,0,72.612,93.755,89.345,0.251,0.04,0.21,3.498,3.441,5.815,-0.813,220,163,106,81,257,151,489,0.45,0.333,0.217,0.166,0.526,0.309,105.47,46.623,226.216,91.312,124.762,91.938,79.29,89.729,111.577,111.793,49.419,86.893,86.622,122.523,104.096,111.587,94.475,88.843,103.745,99.978,98.137,3.46,46.072,45.501,46.156,51.773,44.277,56.763,65.535,56.526,64.112,44.487,43.778,43.066,53.535,53.369,49.074,NA,NA,NA,72.935,33.838,77.608,48.276,38.188,56.793,57.011,47.768,58.959,-0.31,3.612,82.491,105.211,103.855,69.773,96.004,96.679,95.808,104.281,105.59,76.114,102.343,91.412,102.813,104.824,103.605,NA,NA,NA,50.455,107.045,95.545,80.809,106.304,100.258,NA,NA,NA,90.084,104.795,103.249,3,1,0,0,0,0,-0.16,-0.024,NA,NA,NA,NA,4,0,-0.184,0,-0.184,0.038,0,0.032,0.518,0.005,0.308,NA,NA,0.023,0.076,NA,81.624,54.235,72.958,91.942,89.944,83.159,NA,NA,89.172,81.907,NA,6.808,-5.478,-5.304,5.792,0.546,5.768,NA,NA,8.381,-5.944,NA,4.267,-6.058,-9.001,9.589,6.96,2.682,NA,NA,4.481,0.639,NA,0.471,-0.766,-0.496,5.635,-1.128,11.19,NA,NA,-0.096,0.3,NA,0.481,-76.553,-0.591,0.421,-8.679,1.406,NA,NA,-0.163,0.153,NA,0.359,0.739,0.555,0.542,0.827,0.738,0.515,19.582,489,88.582,17.832,42,0.086,114.37,190,0.389,1.07,162,173.333
"Justin Steele","P","CHC","CHC",17,17312,"L",657006,2024,28,"28 - 28",2024,2024,5,5,3.074,24,24,11,1,0,0,0,134.2,555,111,54,46,12,37,0,4,1,0,135,165,138,65,9,2047,642,1405,80,10,11,4,9.022,2.473,3.649,7.418,0.802,0.216,1.099,0.27,0.725,3.233,1.196,0.177,0.448,0.375,0.065,0.087,0.061,0.364,0.332,-0.98,27.635,134.2,NA,NA,27.635,2.96,23.681,3.055,-0.666,0.761,0.095,3.144,3.624,1.047,-8.246,9.293,10.757,1.174,0.959,0.891,0.872,1.281,23,24,1.782,-0.69,0.649,91.625,0.296,83.305,NA,NA,0.022,80.087,0.032,86.212,NA,NA,NA,NA,0,NA,4.472,9.889,NA,1.583,0.12,NA,NA,0.337,1.632,NA,3.441,0.182,NA,NA,0.308,0.705,0.512,0.616,0.865,0.792,0.513,0.681,0.106,0.171,0.277,0,0,0,76.772,81.721,89.374,0.243,0.067,0.177,3.743,3.847,5.347,-0.159,144,126,109,66,213,100,379,0.38,0.332,0.288,0.174,0.562,0.264,105.326,79.299,132.82,87.556,71.371,88.345,85.335,91.661,100.883,108.459,81.659,88.799,104.285,101.04,74.091,94.237,94.226,117.872,109.068,106.91,83.854,2.72,39.953,38.832,37.39,58.605,50.291,46.774,63.809,55.431,59.947,59.658,62.696,52.763,61.609,54.725,54.707,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.222,53.646,60.729,-0.82,2.847,69.958,92.007,93.697,92.323,119.679,107.851,88.821,102.048,99.612,63.849,103.635,95.453,130.446,105.019,109.235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.401,102.911,102.164,1,0,0,0,0,0,-0.1,NA,NA,NA,NA,NA,1,0,-0.1,0,-0.1,0.032,NA,0.022,NA,0.596,NA,NA,NA,0.053,0.297,NA,86.339,NA,80.168,NA,91.812,NA,NA,NA,91.695,83.474,NA,6.894,NA,-6.196,NA,-0.042,NA,NA,NA,6.964,-7.347,NA,3.464,NA,-5.882,NA,6.726,NA,NA,NA,4.664,-0.661,NA,0.175,NA,1.239,NA,5.513,NA,NA,NA,-0.418,10.963,NA,0.265,NA,2.816,NA,0.452,NA,NA,NA,-0.387,1.803,NA,0.276,0.67,0.51,0.533,0.864,0.791,0.594,17.706,379,86.899,12.268,16,0.042,114.103,124,0.327,0.831,162,134.667
