"PlayerName","position","TeamName","TeamNameAbb","teamid","playerid","Throws","xMLBAMID","Season","Age","AgeR","SeasonMin","SeasonMax","W","L","ERA","G","GS","QS","CG","ShO","SV","BS","IP","TBF","H","R","ER","HR","BB","IBB","HBP","WP","BK","SO","GB","FB","LD","IFFB","Pitches","Balls","Strikes","RS","IFH","BU","BUH","K/9","BB/9","K/BB","H/9","HR/9","AVG","WHIP","BABIP","LOB%","FIP","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","IFH%","BUH%","TTO%","CFraming","Starting","Start-IP","Relieving","Relief-IP","RAR","WAR","Dollars","RA9-Wins","LOB-Wins","BIP-Wins","BS-Wins","tERA","xFIP","WPA","-WPA","+WPA","RE24","REW","pLI","inLI","gmLI","exLI","Pulls","Games","WPA/LI","Clutch","FB%1","FBv","SL%","SLv","CT%","CTv","CB%","CBv","CH%","CHv","SF%","SFv","KN%","KNv","XX%","PO%","wFB","wSL","wCT","wCB","wCH","wSF","wKN","wFB/C","wSL/C","wCT/C","wCB/C","wCH/C","wSF/C","wKN/C","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","F-Strike%","SwStr%","CStr%","C+SwStr%","HLD","SD","MD","ERA-","FIP-","xFIP-","K%","BB%","K-BB%","SIERA","kwERA","RS/9","E-F","Pull","Cent","Oppo","Soft","Med","Hard","bipCount","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","K/9+","BB/9+","K/BB+","H/9+","HR/9+","AVG+","WHIP+","BABIP+","LOB%+","K%+","BB%+","LD%+","GB%+","FB%+","HRFB%+","Pull%+","Cent%+","Oppo%+","Soft%+","Med%+","Hard%+","xERA","pb_o_CH","pb_s_CH","pb_c_CH","pb_o_CU","pb_s_CU","pb_c_CU","pb_o_FF","pb_s_FF","pb_c_FF","pb_o_SI","pb_s_SI","pb_c_SI","pb_o_SL","pb_s_SL","pb_c_SL","pb_o_KC","pb_s_KC","pb_c_KC","pb_o_FC","pb_s_FC","pb_c_FC","pb_o_FS","pb_s_FS","pb_c_FS","pb_overall","pb_stuff","pb_command","pb_xRV100","pb_ERA","sp_s_CH","sp_l_CH","sp_p_CH","sp_s_CU","sp_l_CU","sp_p_CU","sp_s_FF","sp_l_FF","sp_p_FF","sp_s_SI","sp_l_SI","sp_p_SI","sp_s_SL","sp_l_SL","sp_p_SL","sp_s_KC","sp_l_KC","sp_p_KC","sp_s_FC","sp_l_FC","sp_p_FC","sp_s_FS","sp_l_FS","sp_p_FS","sp_s_FO","sp_l_FO","sp_p_FO","sp_stuff","sp_location","sp_pitching","PPTV","CPTV","BPTV","DSV","DGV","BTV","rPPTV","rCPTV","rBPTV","rDSV","rDGV","rBTV","EBV","ESV","rFTeamV","rBTeamV","rTV","piCH%","piCS%","piCU%","piFA%","piFC%","piFS%","piKN%","piSB%","piSI%","piSL%","piXX%","pivCH","pivCS","pivCU","pivFA","pivFC","pivFS","pivKN","pivSB","pivSI","pivSL","pivXX","piCH-X","piCS-X","piCU-X","piFA-X","piFC-X","piFS-X","piKN-X","piSB-X","piSI-X","piSL-X","piXX-X","piCH-Z","piCS-Z","piCU-Z","piFA-Z","piFC-Z","piFS-Z","piKN-Z","piSB-Z","piSI-Z","piSL-Z","piXX-Z","piwCH","piwCS","piwCU","piwFA","piwFC","piwFS","piwKN","piwSB","piwSI","piwSL","piwXX","piwCH/C","piwCS/C","piwCU/C","piwFA/C","piwFC/C","piwFS/C","piwKN/C","piwSB/C","piwSI/C","piwSL/C","piwXX/C","piO-Swing%","piZ-Swing%","piSwing%","piO-Contact%","piZ-Contact%","piContact%","piZone%","piPace","Events","EV","LA","Barrels","Barrel%","maxEV","HardHit","HardHit%","Q","TG","TIP"
"Sean Manaea","P","NYM","NYM",25,15873,"L",640455,2024,32,"32 - 32",2024,2024,12,6,3.468,32,32,15,0,0,0,0,181.2,738,134,75,70,21,63,0,9,4,0,184,179,205,92,21,2997,1050,1947,100,13,5,3,9.116,3.121,2.921,6.639,1.04,0.201,1.084,0.245,0.742,3.833,0.873,0.193,0.376,0.431,0.102,0.102,0.073,0.6,0.363,0.97,26.645,181.2,NA,NA,26.645,2.777,22.214,3.538,-1.159,1.92,0.762,3.738,4.036,1.657,-11.447,13.104,13.91,1.44,0.968,0.935,0.869,1.22,32,32,2.048,-0.337,0.56,92.371,0.245,79.349,0.078,88.312,NA,NA,0.117,85.359,NA,NA,NA,NA,0,NA,20.757,2.834,1.893,NA,-4.296,NA,NA,1.238,0.386,0.809,NA,-1.224,NA,NA,0.322,0.701,0.487,0.614,0.847,0.76,0.436,0.598,0.117,0.159,0.276,0,0,0,87.497,94.984,99.322,0.249,0.085,0.164,3.965,3.998,4.954,-0.365,181,172,128,75,252,154,482,0.376,0.358,0.266,0.156,0.524,0.32,106.415,100.091,106.319,78.353,92.586,82.31,84.201,83.29,103.241,111.17,104.563,97.168,87.464,116.04,87.282,93.333,101.349,109.066,97.658,99.663,101.751,3.75,45.364,47.226,46.453,NA,NA,NA,49.193,44.488,51.112,53.082,45.282,57.475,40.344,48.945,38.546,NA,NA,NA,29.047,46.583,35.511,NA,NA,NA,48.01,46.21,51.222,0.249,4.451,82.831,97.941,94.539,NA,NA,NA,87.804,103.303,98.993,94.514,100.285,97.083,88.103,87.781,92.93,NA,NA,NA,83.792,87.542,84.838,NA,NA,NA,NA,NA,NA,90.068,97.26,96.256,1,0,0,0,0,0,-0.021,NA,NA,NA,NA,NA,1,0,-0.021,0,-0.021,0.118,NA,NA,0.307,0.13,NA,NA,NA,0.252,0.193,NA,85.534,NA,NA,92.227,87.133,NA,NA,NA,92.706,77.846,NA,8.221,NA,NA,7.956,-0.993,NA,NA,NA,9.733,-7.532,NA,1.115,NA,NA,5.365,2.949,NA,NA,NA,4.551,-0.49,NA,-4.056,NA,NA,12.717,5.308,NA,NA,NA,9.639,-0.43,NA,-1.143,NA,NA,1.384,1.361,NA,NA,NA,1.277,-0.075,NA,0.271,0.667,0.488,0.542,0.832,0.759,0.547,16.603,482,88.556,16.285,36,0.075,114.882,181,0.376,1.121,162,181.667
"Zach Eflin","P","- - -","2 Tms",0,13774,"R",621107,2024,30,"30 - 30",2024,2024,10,9,3.593,28,28,13,0,0,0,0,165.1,684,166,71,66,22,24,0,3,2,0,134,221,194,102,25,2447,782,1665,88,15,6,4,7.294,1.306,5.583,9.036,1.198,0.253,1.149,0.287,0.752,3.765,1.139,0.197,0.427,0.375,0.129,0.113,0.068,0.667,0.263,-0.2,26.464,165.1,NA,NA,26.464,2.775,22.202,3.002,0.292,-0.065,0.227,3.768,3.81,1.389,-9.57,10.959,7.467,0.819,0.866,0.872,0.875,1.041,28,28,0.634,0.971,0.371,91.934,0.103,79.714,0.285,88.199,0.18,78.868,0.061,85.745,NA,NA,NA,NA,NA,NA,-1.574,0.846,9.882,-6.326,-0.918,NA,NA,-0.173,0.336,1.418,-1.434,-0.616,NA,NA,0.355,0.675,0.499,0.675,0.892,0.808,0.45,0.665,0.096,0.18,0.276,0,0,0,92.501,94.068,92.928,0.196,0.035,0.161,3.967,4.036,4.79,-0.173,233,167,123,91,263,169,523,0.446,0.319,0.235,0.174,0.503,0.323,84.497,41.951,201.416,110.845,103.881,106.713,91.802,101.205,103.945,86.173,42.784,101.745,103.051,95.901,98.359,109.056,91.088,97.612,107.492,95.376,103.941,3.62,51.113,50.052,53.377,55.274,40.104,60.191,39.644,32.125,50.441,59.439,45.92,58.401,62.723,45.871,62.534,NA,NA,NA,55.476,44.085,56.107,NA,NA,NA,57.206,41.617,61.296,-0.322,3.594,86.821,100.588,102.856,107.668,111.91,108.43,61.028,105.155,94.14,90.524,108.511,105.369,121.975,107.12,112.866,NA,NA,NA,85.301,105.488,97.554,NA,NA,NA,NA,NA,NA,92.394,107.267,103.243,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0.061,NA,0.145,0.081,0.283,NA,NA,NA,0.291,0.139,NA,85.664,NA,78.829,92.634,88.255,NA,NA,NA,91.843,79.726,NA,-8.791,NA,5.929,-4.875,0.781,NA,NA,NA,-9.111,7.628,NA,0.531,NA,-5.551,6.448,3.902,NA,NA,NA,1.633,-0.899,NA,0.529,NA,-4.943,-1.789,10.6,NA,NA,NA,0.194,0.182,NA,0.355,NA,-1.388,-0.903,1.532,NA,NA,NA,0.027,0.053,NA,0.322,0.645,0.499,0.623,0.885,0.808,0.549,17.39,523,88.107,13.259,39,0.075,115.251,188,0.359,1.021,162,165.333
"Nathan Eovaldi","P","TEX","TEX",13,9132,"R",543135,2024,34,"34 - 34",2024,2024,12,8,3.797,29,29,16,0,0,0,0,170.2,696,147,74,72,23,42,0,7,3,0,166,231,157,90,11,2623,845,1778,101,10,3,2,8.754,2.215,3.952,7.752,1.213,0.227,1.107,0.271,0.745,3.834,1.471,0.188,0.483,0.328,0.07,0.146,0.043,0.667,0.332,-0.05,25.804,170.2,NA,NA,25.804,2.694,21.553,3.193,-0.068,0.566,0.498,3.972,3.473,0.852,-11.177,12.029,8.843,0.901,0.956,0.942,0.874,1.256,29,29,1.034,-0.143,0.374,95.485,0.029,85.973,0.152,91.316,0.137,76.792,NA,NA,0.308,88.485,NA,NA,0,NA,7.551,-0.189,-5.901,-2.735,NA,12.028,NA,0.77,-0.251,-1.479,-0.76,NA,1.489,NA,0.348,0.725,0.521,0.619,0.825,0.751,0.458,0.655,0.13,0.156,0.286,0,0,0,94.235,92.104,84.565,0.239,0.06,0.178,3.636,3.828,5.326,-0.038,192,180,109,57,260,164,481,0.399,0.374,0.227,0.119,0.541,0.341,101.404,71.121,142.58,95.09,105.209,95.96,88.465,95.331,102.929,104.911,73.581,97.1,116.502,83.943,127.063,97.713,106.752,94.055,73.209,102.522,109.673,3.86,NA,NA,NA,54.494,43.229,54.892,52.87,36.773,60.753,NA,NA,NA,48.126,34.988,52.994,NA,NA,NA,60.782,44.112,66.62,59.23,56.677,60.612,54.641,44.033,60.833,-0.163,3.833,NA,NA,NA,99.138,103.755,104.436,74.754,105.428,97.823,NA,NA,NA,114.121,101.66,102.425,NA,NA,NA,91.227,107.538,99.421,126.589,100.671,109.802,NA,NA,NA,97.779,103.976,102.851,1,0,0,0,0,0,-0.035,NA,NA,NA,NA,NA,1,0,-0.035,0,-0.035,NA,NA,0.137,0.373,0.154,0.309,NA,NA,NA,0.027,0,NA,NA,76.957,95.632,91.446,88.626,NA,NA,NA,85.909,62.444,NA,NA,5.281,-7.998,0.479,-7.774,NA,NA,NA,3.051,0,NA,NA,-5.696,5.825,4.105,-0.764,NA,NA,NA,0.136,0,NA,NA,-2.819,8.048,-5.969,12.641,NA,NA,NA,-0.132,-0.024,NA,NA,-0.787,0.823,-1.481,1.561,NA,NA,NA,-0.185,-2.424,0.329,0.681,0.521,0.537,0.838,0.751,0.544,19.246,481,89.313,8.807,37,0.077,114.181,205,0.426,1.054,162,170.667
"Cade Smith","P","CLE","CLE",5,27867,"R",671922,2024,25,"25 - 25",2024,2024,6,1,1.912,74,0,0,0,0,1,2,75.1,289,51,16,16,1,17,0,3,0,1,103,72,59,34,6,1166,365,801,58,5,1,1,12.305,2.031,6.059,6.093,0.119,0.19,0.903,0.303,0.79,1.401,1.22,0.206,0.436,0.358,0.102,0.017,0.069,1,0.419,0.75,NA,NA,25.481,75.1,25.481,2.69,21.518,2.547,0.156,-0.298,-0.143,1.595,2.413,2.949,-3.766,6.715,26.336,2.804,1.152,1.02,1.192,1.16,72,74,2.245,0.314,0.691,96.053,0.101,82.102,NA,NA,NA,NA,NA,NA,0.208,88.492,NA,NA,NA,NA,23.182,-2.933,NA,NA,NA,0.487,NA,2.876,-2.486,NA,NA,NA,0.201,NA,0.3,0.704,0.497,0.57,0.8,0.729,0.489,0.633,0.135,0.188,0.322,26,33,7,48.016,33.433,58.174,0.356,0.059,0.298,2.159,2.395,6.929,0.511,55,65,46,20,101,45,166,0.331,0.392,0.277,0.12,0.608,0.271,142.543,65.216,218.569,74.74,10.363,80.074,72.107,106.7,109.206,156.77,71.726,106.267,105.196,91.386,14.701,81.105,111.7,115.014,74.432,115.399,87.198,2.5,NA,NA,NA,NA,NA,NA,67.726,55.08,63.916,NA,NA,NA,44.898,50.414,41.622,NA,NA,NA,NA,NA,NA,54.024,68.837,48.848,64.695,56.957,59.747,-0.788,2.896,NA,NA,NA,NA,NA,NA,112.507,109.09,110.45,NA,NA,NA,125.51,93.071,98.771,NA,NA,NA,NA,NA,NA,136.602,97.61,110.803,NA,NA,NA,119.603,104.89,109.354,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0.691,NA,0.207,NA,NA,NA,0.101,0.001,NA,NA,NA,96.092,NA,88.642,NA,NA,NA,82.142,67.293,NA,NA,NA,-4.944,NA,-5.892,NA,NA,NA,7.982,0,NA,NA,NA,8.407,NA,-0.462,NA,NA,NA,-0.048,0,NA,NA,NA,23.351,NA,1.793,NA,NA,NA,-2.976,-0.024,NA,NA,NA,2.897,NA,0.744,NA,NA,NA,-2.522,-2.424,0.292,0.651,0.498,0.538,0.793,0.729,0.573,16.78,166,90.417,11.831,14,0.084,120.333,71,0.428,0.468,161,75.333
"Spencer Schwellenbach","P","ATL","ATL",16,31846,"R",680885,2024,24,"24 - 24",2024,2024,8,7,3.348,21,21,12,0,0,0,0,123.2,500,106,49,46,14,23,1,6,3,0,127,142,125,74,12,1887,580,1307,59,9,3,0,9.243,1.674,5.522,7.714,1.019,0.225,1.043,0.279,0.745,3.288,1.136,0.217,0.416,0.367,0.096,0.112,0.063,0,0.328,-0.06,24.693,123.2,NA,NA,24.693,2.643,21.142,2.999,-0.056,0.412,0.356,3.662,3.344,1.245,-7.545,8.791,14.269,1.467,0.914,0.922,0.872,0.937,21,21,1.097,0.265,0.361,95.975,0.201,87.282,0.166,93.016,0.144,80.643,NA,NA,0.128,84.55,NA,NA,0.002,NA,0.996,2.201,1.42,0.67,NA,4.623,NA,0.146,0.581,0.454,0.246,NA,1.91,NA,0.382,0.698,0.528,0.59,0.842,0.744,0.462,0.672,0.135,0.162,0.297,0,0,0,80.425,82.973,82.609,0.254,0.046,0.208,3.421,3.47,4.294,0.06,142,117,85,63,178,103,344,0.413,0.34,0.247,0.183,0.517,0.299,107.898,53.679,201.006,91.049,90.672,92.068,80.996,94.73,103.72,113.256,56.344,109.099,96.854,98.768,95.429,102.383,96.397,101.271,114.703,98.433,95.157,3.36,NA,NA,NA,63.55,54.893,58.558,63.118,54.476,59.256,53.356,58.725,43.027,65.145,57.666,59.897,NA,NA,NA,64.047,40.912,62.103,61.723,45.668,57.75,64.887,53.038,61.474,-0.799,2.878,NA,NA,NA,100.815,103.804,107.973,109.646,107.611,107.636,93.129,102.078,100.517,109.916,113.277,118.707,NA,NA,NA,94.159,104.372,100.131,83.824,107.043,108.84,NA,NA,NA,101.156,107.365,108.468,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,0.147,0.291,0.167,0.128,NA,NA,0.069,0.197,NA,NA,NA,80.742,96.165,92.959,84.548,NA,NA,95.189,87.322,NA,NA,NA,4.947,-3.317,0.827,-5.385,NA,NA,-8.573,2.161,NA,NA,NA,-5.183,6.998,4.891,-0.615,NA,NA,3.148,-2.701,NA,NA,NA,0.396,1.253,1.967,4.753,NA,NA,-0.221,2.713,NA,NA,NA,0.142,0.228,0.625,1.964,NA,NA,-0.169,0.729,NA,0.35,0.67,0.528,0.522,0.838,0.745,0.557,17.2,344,87.61,11.665,16,0.047,117.284,137,0.398,0.763,162,123.667
"Griffin Jax","P","MIN","MIN",8,20253,"R",643377,2024,29,"29 - 29",2024,2024,5,5,2.028,72,0,0,0,0,10,6,71,276,47,19,16,4,15,1,2,4,0,95,84,52,25,3,1068,328,740,57,9,2,0,12.042,1.901,6.333,5.958,0.507,0.181,0.873,0.269,0.771,1.941,1.615,0.155,0.522,0.323,0.058,0.077,0.107,0,0.413,0.24,NA,NA,24.687,71,24.687,2.592,20.736,2.556,-0.205,0.169,-0.036,1.829,2.316,2.032,-7.153,9.186,16.208,1.706,1.767,1.625,1.79,1.515,56,72,1.67,-0.52,0.397,97.078,0.371,88.838,0.004,91,0.062,86.515,0.167,92.427,NA,NA,NA,NA,0.004,NA,10.114,3.659,0.258,0.64,1.722,NA,NA,2.385,0.924,6.458,0.97,0.968,NA,NA,0.412,0.666,0.52,0.484,0.781,0.645,0.423,0.707,0.184,0.172,0.357,24,41,11,50.663,46.551,55.774,0.344,0.054,0.29,2.148,2.488,7.225,0.087,68,58,37,38,73,52,164,0.417,0.356,0.227,0.233,0.448,0.319,139.496,61.056,228.472,73.082,43.982,76.643,69.757,94.63,106.486,151.404,66.268,80.079,125.778,82.544,66.719,102.121,101.505,94.214,144.023,84.942,102.616,2.34,66.159,64.833,61.977,78.323,80,60.415,69.816,57.658,64.267,67.163,68.987,56.41,77.684,80,55.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.201,78.076,62.297,-1.565,1.73,107.319,106.983,115.389,150.77,117.825,123.116,115.172,108.626,112.683,86.31,102.311,104.67,170.025,102.06,125.239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,133.858,105.745,117.41,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0.167,NA,0.062,0.305,NA,NA,NA,NA,0.092,0.375,NA,92.354,NA,86.327,97.1,NA,NA,NA,NA,96.702,88.788,NA,-8.086,NA,2.599,-3.432,NA,NA,NA,NA,-8.744,7.599,NA,0.371,NA,-9.204,8.538,NA,NA,NA,NA,4.969,-1.984,NA,1.806,NA,0.703,7.537,NA,NA,NA,NA,2.925,4.339,NA,1.014,NA,1.065,2.312,NA,NA,NA,NA,2.985,1.085,NA,0.363,0.676,0.521,0.389,0.774,0.64,0.503,18.657,164,88.25,6.256,13,0.079,111.326,63,0.384,0.438,162,71
"Brady Singer","P","KCR","KCR",7,25377,"R",663903,2024,27,"27 - 27",2024,2024,9,13,3.707,32,32,13,0,0,0,0,179.2,762,175,77,74,22,54,0,10,2,0,170,246,152,124,10,2969,1105,1864,87,14,6,1,8.516,2.705,3.148,8.766,1.102,0.251,1.275,0.302,0.778,3.935,1.618,0.238,0.471,0.291,0.066,0.145,0.057,0.167,0.323,-0.28,23.982,179.2,NA,NA,23.982,2.482,19.856,3.841,2.027,-0.668,1.359,4.849,3.622,0.847,-11.888,12.736,16.986,1.583,0.908,0.858,0.879,0.919,32,32,1.147,-0.214,0.528,92.164,0.455,82.918,NA,NA,NA,NA,0.017,87.922,NA,NA,NA,NA,0.001,NA,1.052,-1.013,NA,NA,-3.084,NA,NA,0.067,-0.075,NA,NA,-6.048,NA,NA,0.29,0.666,0.446,0.569,0.893,0.769,0.414,0.585,0.103,0.181,0.284,0,0,0,88.143,95.967,88.259,0.223,0.071,0.152,3.893,4.139,4.358,-0.228,221,206,101,84,272,172,528,0.419,0.39,0.191,0.159,0.515,0.326,98.645,86.86,113.568,107.532,95.594,105.891,101.818,106.468,107.53,98.134,86.41,122.506,113.609,74.419,125.537,102.46,111.296,79.394,98.284,97.706,104.784,4.65,28.361,37.287,28.414,NA,NA,NA,36.901,48.923,37.603,48.708,42.948,49.41,45.242,47.58,48.054,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.986,46.205,48.895,0.313,4.546,80.176,77.378,68.776,NA,NA,NA,63.171,95.875,86.303,70.073,100.941,91.334,106.478,99.29,101.968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.071,99.029,94.006,0,0,2,0,0,0,NA,NA,0.327,NA,NA,NA,0,2,0,0.327,0.327,0.017,NA,NA,0.111,NA,NA,NA,NA,0.417,0.455,NA,88.053,NA,NA,91.733,NA,NA,NA,NA,92.337,82.951,NA,-8.594,NA,NA,-3.393,NA,NA,NA,NA,-8.276,2.976,NA,2.128,NA,NA,6.944,NA,NA,NA,NA,4.58,-1.437,NA,-3.121,NA,NA,-6.978,NA,NA,NA,NA,9.373,-0.055,NA,-6.119,NA,NA,-2.121,NA,NA,NA,NA,0.758,-0.004,NA,0.258,0.633,0.446,0.504,0.878,0.769,0.5,16.868,528,88.911,8.808,42,0.08,114.689,220,0.417,1.109,162,179.667
